MOF, H,C,N,F,Cl,Br,Zn,Cu,Cd,Co,Mn,Ag,Ni,Fe,Mo,In,metal type, total degree of unsaturation,metalic percentage, oxygetn-to-metal ratio,electronegtive-to-total ratio, weighted electronegativity per atom, nitrogen to oxygen 
QEZYUR_clean.cif,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,1,0,9.666666667,0.743589744,2.557948718,0
QEZZAY_clean.cif,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,1,0,9.666666667,0.743589744,2.557948718,0
QEZZEC_clean.cif,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,1,0,9.666666667,0.743589744,2.557948718,0
QEZZIF_clean.cif,32,96,80,0,0,0,0,12,0,0,0,0,0,0,0,0, Cu,61,20.83333333,0,0.350877193,1.066666667,0
QEZZOL_clean.cif,32,96,80,0,0,0,0,12,0,0,0,0,0,0,0,0, Cu,61,20.83333333,0,0.350877193,1.066666667,0
QIBTAW_charged.cif,552,604,40,0,8,0,0,0,0,0,0,0,0,0,0,0, ,315,1.324503311,7.5,0.083850932,0.274285714,0.666666667
QIBTEA_charged.cif,640,704,40,0,0,0,0,0,0,0,0,0,0,0,0,0, ,375,1.136363636,8,0.07027027,0.230918919,0.625
QIDDAI01_clean_h.cif,53,72,8,16,0,0,0,0,2,0,0,0,0,0,0,0, Cd,36.5,2.777777778,0,0.158940397,0.582781457,0
QIDDAI02_clean.cif,48,72,8,16,0,0,0,0,2,0,0,0,0,0,0,0, Cd,39,2.777777778,0,0.164383562,0.602739726,0
QIDDAI_clean_h.cif,56,72,8,16,0,0,0,0,2,0,0,0,0,0,0,0, Cd,35,2.777777778,0,0.155844156,0.571428571,0
QIFLEY_clean.cif,120,196,16,24,0,0,0,0,8,0,0,0,0,0,0,0, Cd,121,4.081632653,2.5,0.15625,0.554583333,0.8
QIGBIR_clean.cif,0,24,24,0,0,0,0,0,0,0,8,0,0,0,0,0, Mn,19,133.3333333,0,0.214285714,0.651428571,0
QIHXIQ_clean.cif,52,76,6,0,0,0,6,0,0,0,0,0,0,0,0,0, Zn,49.5,7.894736842,3,0.151898734,0.507341772,0.333333333
QIJLAW_clean.cif,0,48,72,0,0,0,0,0,0,0,8,0,0,0,0,0, Mn,31,16.66666667,0,0.5625,1.71,0
QIKYOA_clean.cif,32,48,56,0,0,0,0,0,0,6,0,0,0,0,0,0, Co,19,12.5,0,0.394366197,1.198873239,0
QILBUK_clean.cif,488,728,32,0,0,0,32,0,0,0,0,0,0,0,0,0, Zn,477,4.395604396,3,0.093023256,0.310697674,0.333333333
QINSUD01_clean.cif,20,12,0,0,0,0,0,0,0,0,4,0,0,0,0,0, Mn,3,33.33333333,6,0.4,1.376,0
QINSUD_clean.cif,12,12,0,0,0,0,0,0,0,0,4,0,0,0,0,0, Mn,7,33.33333333,6,0.461538462,1.587692308,0
QIPROY_clean.cif,48,50,8,0,0,0,0,2,0,0,0,0,0,0,0,0, Cu,25,4,4,0.137931034,0.446896552,1
QIQTAN_clean.cif,80,110,10,0,0,0,0,0,0,0,0,0,6,0,0,0, Ni,68.5,5.454545455,5,0.169491525,0.566101695,0.333333333
QIQVIX_clean.cif,64,120,0,0,0,0,0,0,12,0,0,0,0,0,0,0, Cd,89,10,4.333333333,0.209677419,0.721290323,0
QIQZIB_clean.cif,56,88,16,0,0,0,0,32,0,0,0,0,0,0,0,0, Cu,57,36.36363636,3.75,0.404761905,1.373333333,0.133333333
QIRBUQ_clean.cif,416,352,32,0,0,0,0,0,16,0,0,0,0,0,0,0, Cd,137,4.545454545,4,0.109090909,0.360727273,0.5
QIRWAR_clean.cif,16,40,16,0,0,0,0,10,0,0,0,0,0,0,0,0, Cu,29,25,2.4,0.377358491,1.237735849,0.666666667
QIRYAS_clean.cif,14,28,4,0,0,0,0,0,0,6,0,0,0,0,0,0, Co,21,21.42857143,3.333333333,0.333333333,1.124444444,0.2
QISJEJ_clean.cif,114,84,36,0,0,0,0,0,3,0,0,0,0,0,0,0, Cd,19,3.571428571,0,0.151898734,0.461772152,0
QISKIN_clean.cif,34,34,2,0,0,0,0,2,0,0,0,0,0,0,0,0, Cu,17.5,17.64705882,3,0.212765957,0.723404255,0.111111111
QISNAJ_clean.cif,12,36,0,0,4,0,0,0,8,0,0,0,0,0,0,0, Cd,29,22.22222222,3,0.333333333,1.133333333,0
QISNEN_clean.cif,12,36,0,0,0,4,0,0,8,0,0,0,0,0,0,0, Cd,29,22.22222222,3,0.333333333,1.123809524,0
QISNIR_clean.cif,12,36,0,0,0,0,0,0,8,0,0,0,0,0,0,0, Cd,29,22.22222222,3,0.285714286,0.982857143,0
QISRIV_clean.cif,96,48,16,0,0,0,0,0,0,0,0,0,0,0,2,0, Mo,-3,20.83333333,2.4,0.206185567,0.67628866,0.666666667
QISVAQ_clean.cif,48,160,12,0,36,0,0,12,0,0,0,0,0,0,0,0, Cu,116,7.5,4,0.303797468,0.997974684,0.25
QISVEU_clean.cif,52,160,12,0,36,0,0,12,0,0,0,0,0,0,0,0, Cu,114,7.5,4,0.3,0.9855,0.25
QITDEE_clean.cif,104,82,12,0,0,0,0,0,4,0,0,0,0,0,0,0, Cd,28,4.87804878,4,0.128440367,0.419816514,0.75
QITDII_clean.cif,112,148,24,0,0,0,0,0,0,0,8,0,0,0,0,0, Mn,87,5.405405405,4.5,0.174418605,0.572093023,0.666666667
QITDOO_clean.cif,288,576,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,433,5.555555556,6,0.176470588,0.607058824,0
QITHAC_clean.cif,1104,816,96,0,0,0,0,0,0,0,0,0,48,0,0,0, Ni,241,5.882352941,4,0.127659574,0.42212766,0.5
QITHEG_clean.cif,912,816,96,0,0,0,0,0,0,0,0,0,336,0,0,0, Ni,337,41.17647059,0.857142857,0.156862745,0.523921569,0.333333333
QITMOW_clean.cif,24,72,24,0,0,0,0,0,0,0,0,0,0,0,0,0, ,55,11.11111111,6,0.409090909,1.352727273,0.5
QITMUC_clean.cif,24,72,24,0,0,0,0,0,0,0,0,0,0,0,0,0, ,55,11.11111111,6,0.409090909,1.352727273,0.5
QITXAU_clean.cif,46,48,12,0,0,0,2,0,0,0,0,0,0,0,0,0, Zn,23,4.166666667,7,0.209677419,0.682580645,0.857142857
QITYOI_clean.cif,24,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,7,11.11111111,6,0.214285714,0.737142857,0
QITZIE_clean.cif,80,120,8,0,0,0,0,0,0,0,0,0,4,0,0,0, Ni,79,3.333333333,5,0.120689655,0.40137931,0.4
QIVBUT_clean.cif,48,60,8,0,0,0,0,0,2,0,0,0,0,2,0,0, CdFe,35,6.666666667,3,0.147058824,0.482352941,0.666666667
QIVJAG_clean.cif,0,24,0,0,0,0,0,0,0,0,4,0,0,0,0,0, Mn,25,33.33333333,6,0.6,2.064,0
QIVQAP_clean.cif,624,576,0,0,0,0,0,0,0,16,0,0,0,0,0,0, Co,265,6.944444444,3.6,0.100558659,0.345921788,0
QIVYUR_clean.cif,56,72,8,0,0,0,4,0,0,0,0,0,0,0,0,0, Zn,43,5.555555556,4,0.153846154,0.508717949,0.5
QIVZEC_clean.cif,144,160,32,0,0,0,8,0,0,0,0,0,0,0,0,0, Zn,81,5,4,0.170212766,0.551489362,1
QIWCOQ_clean.cif,52,84,16,0,0,0,0,4,0,0,0,0,0,0,0,0, Cu,55,4.761904762,4,0.186046512,0.602790698,1
QIWDOR_clean.cif,36,44,12,0,0,0,0,4,0,0,0,0,0,0,0,0, Cu,24,9.090909091,4,0.25,0.817142857,0.75
QIWGOU_clean.cif,144,288,48,0,0,0,0,0,0,0,0,0,0,0,0,0, ,205,8.333333333,4.166666667,0.245033113,0.811125828,0.48
QIWHEL_clean.cif,72,144,24,0,0,0,0,0,12,0,0,0,0,0,0,0, Cd,103,11.11111111,3.25,0.246753247,0.817662338,0.461538462
QIWPET_clean.cif,6,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,18,25,3.6,0.367346939,1.263673469,0
QIWQES_clean.cif,0,128,16,0,0,0,0,8,0,0,0,0,0,0,0,0, Cu,125,6.25,4,0.260869565,0.862608696,0.5
QIXNES_clean.cif,24,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,73,9.523809524,6,0.292682927,1.006829268,0
QIXNIW_clean.cif,24,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,73,9.523809524,6,0.292682927,1.006829268,0
QIXSOG01_clean.cif,0,32,48,0,0,0,0,4,0,0,4,0,0,0,0,0, CuMn,21,25,0,0.545454545,1.658181818,0
QIXSOG_clean.cif,0,32,48,0,0,0,0,4,0,0,4,0,0,0,0,0, CuMn,21,25,0,0.545454545,1.658181818,0
QIYBUX_clean.cif,256,208,32,0,0,0,0,0,0,0,0,8,0,0,0,0, Ag,73,3.846153846,0,0.061538462,0.187076923,0
QIYCAE_clean.cif,256,224,32,0,0,0,0,0,0,0,0,8,0,0,0,0, Ag,89,3.571428571,0,0.059701493,0.181492537,0
QIYCEI_clean.cif,268,216,32,0,0,0,0,0,0,0,0,8,0,0,0,0, Ag,75,3.703703704,0,0.059259259,0.180148148,0
QIYCIM_clean.cif,272,224,32,0,0,0,0,0,0,0,0,8,0,0,0,0, Ag,81,3.571428571,0,0.057971014,0.176231884,0
QIYCOS_clean.cif,256,216,32,0,0,0,0,0,0,0,0,8,0,0,0,0, Ag,81,3.703703704,0,0.060606061,0.184242424,0
QIYDAF01_clean.cif,240,528,0,0,0,0,0,24,0,0,0,0,0,0,0,0, Cu,409,4.545454545,4,0.108108108,0.371891892,0
QIYDAF_clean.cif,120,264,0,0,0,0,0,12,0,0,0,0,0,0,0,0, Cu,205,4.545454545,4,0.108108108,0.371891892,0
QIYDEJ_clean.cif,136,284,4,0,0,0,0,12,0,0,0,0,0,0,0,0, Cu,216,4.225352113,4,0.107438017,0.366280992,0.083333333
QIYDIN01_clean.cif,480,1056,0,0,0,0,0,48,0,0,0,0,0,0,0,0, Cu,817,4.545454545,4,0.108108108,0.371891892,0
QIYDIN_clean.cif,120,264,0,0,0,0,0,12,0,0,0,0,0,0,0,0, Cu,205,4.545454545,4,0.108108108,0.371891892,0
QIYDOT_clean.cif,136,284,4,0,0,0,0,12,0,0,0,0,0,0,0,0, Cu,216,4.225352113,4,0.107438017,0.366280992,0.083333333
QIYQAR_clean.cif,40,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,29,16.66666667,6,0.333333333,1.146666667,0
QIZLIW_clean.cif,48,144,0,0,0,0,0,32,0,0,0,0,0,0,0,0, Cu,121,22.22222222,3.75,0.340909091,1.172727273,0
QOBGEV_clean.cif,32,160,0,0,0,0,16,0,0,0,0,0,0,0,0,0, Zn,145,10,8,0.380952381,1.31047619,0
QOBPEE_clean.cif,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,-7,0,4.333333333,0.619047619,2.12952381,0
QOBWEJ01_clean.cif,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0, Zn,1,0,4,0.666666667,2.293333333,0
QOBWEJ_clean.cif,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0, Zn,1,0,4,0.666666667,2.293333333,0
QOBWIN01_clean.cif,2,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0, Zn,0,0,4,0.64516129,2.219354839,0
QOBWIN_clean.cif,2,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0, Zn,0,0,4,0.64516129,2.219354839,0
QOCBUH_clean.cif,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,-7,0,4.333333333,0.619047619,2.12952381,0
QOCRUW_clean.cif,12,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,19,8.333333333,6,0.24,0.8256,0
QOCSAD_clean.cif,12,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,19,8.333333333,6,0.24,0.8256,0
QOCSEH_clean.cif,12,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,19,8.333333333,6,0.24,0.8256,0
QODHUO01_clean.cif,192,288,96,0,0,0,0,0,0,0,0,16,0,0,0,0, Ag,169,5.555555556,0,0.162162162,0.492972973,0
QODHUO02_clean.cif,192,288,96,0,0,0,0,0,0,0,0,16,0,0,0,0, Ag,169,5.555555556,0,0.162162162,0.492972973,0
QODHUO03_clean.cif,192,288,96,0,0,0,0,0,0,0,0,16,0,0,0,0, Ag,169,5.555555556,0,0.162162162,0.492972973,0
QODHUO04_clean.cif,192,288,96,0,0,0,0,0,0,0,0,16,0,0,0,0, Ag,169,5.555555556,0,0.162162162,0.492972973,0
QODHUO05_clean.cif,192,288,96,0,0,0,0,0,0,0,0,16,0,0,0,0, Ag,169,5.555555556,0,0.162162162,0.492972973,0
QODHUO06_clean.cif,192,288,96,0,0,0,0,0,0,0,0,16,0,0,0,0, Ag,169,5.555555556,0,0.162162162,0.492972973,0
QODHUO07_clean.cif,192,288,96,0,0,0,0,0,0,0,0,16,0,0,0,0, Ag,169,5.555555556,0,0.162162162,0.492972973,0
QODHUO08_clean.cif,192,288,96,0,0,0,0,0,0,0,0,16,0,0,0,0, Ag,169,5.555555556,0,0.162162162,0.492972973,0
QODHUO09_clean.cif,192,288,96,0,0,0,0,0,0,0,0,16,0,0,0,0, Ag,169,5.555555556,0,0.162162162,0.492972973,0
QODHUO10_clean.cif,192,288,96,0,0,0,0,0,0,0,0,16,0,0,0,0, Ag,169,5.555555556,0,0.162162162,0.492972973,0
QODHUO11_clean.cif,192,288,96,0,0,0,0,0,0,0,0,16,0,0,0,0, Ag,169,5.555555556,0,0.162162162,0.492972973,0
QODHUO12_clean.cif,192,288,96,0,0,0,0,0,0,0,0,16,0,0,0,0, Ag,169,5.555555556,0,0.162162162,0.492972973,0
QODHUO13_clean.cif,192,288,96,0,0,0,0,0,0,0,0,16,0,0,0,0, Ag,169,5.555555556,0,0.162162162,0.492972973,0
QODHUO_clean.cif,96,144,48,0,0,0,0,0,0,0,0,8,0,0,0,0, Ag,85,5.555555556,0,0.162162162,0.492972973,0
QODPOQ_clean.cif,192,288,96,0,0,0,0,0,0,0,0,16,0,0,0,0, Ag,169,5.555555556,0,0.162162162,0.492972973,0
QODQEH_clean.cif,192,288,96,0,0,0,0,0,0,0,0,16,0,0,0,0, Ag,169,5.555555556,0,0.162162162,0.492972973,0
QODSUZ_clean.cif,192,288,96,0,0,0,0,0,0,0,0,16,0,0,0,0, Ag,169,5.555555556,0,0.162162162,0.492972973,0
QOFBIY01_clean.cif,192,288,96,0,0,0,0,0,0,0,0,16,0,0,0,0, Ag,169,5.555555556,0,0.162162162,0.492972973,0
QOFBIY02_clean.cif,192,288,96,0,0,0,0,0,0,0,0,16,0,0,0,0, Ag,169,5.555555556,0,0.162162162,0.492972973,0
QOFBIY_clean.cif,192,288,96,0,0,0,0,0,0,0,0,16,0,0,0,0, Ag,169,5.555555556,0,0.162162162,0.492972973,0
QOFCAR_clean.cif,192,288,96,0,0,0,0,0,0,0,0,16,0,0,0,0, Ag,169,5.555555556,0,0.162162162,0.492972973,0
QOFCEV_clean.cif,192,288,96,0,0,0,0,0,0,0,0,16,0,0,0,0, Ag,169,5.555555556,0,0.162162162,0.492972973,0
QOFCIZ_clean.cif,192,288,96,0,0,0,0,0,0,0,0,16,0,0,0,0, Ag,169,5.555555556,0,0.162162162,0.492972973,0
QOFCOF_clean.cif,192,288,96,0,0,0,0,0,0,0,0,16,0,0,0,0, Ag,169,5.555555556,0,0.162162162,0.492972973,0
QOFDAS_clean.cif,192,288,96,0,0,0,0,0,0,0,0,16,0,0,0,0, Ag,169,5.555555556,0,0.162162162,0.492972973,0
QOFDEW_clean.cif,192,288,96,0,0,0,0,0,0,0,0,16,0,0,0,0, Ag,169,5.555555556,0,0.162162162,0.492972973,0
QOFDIA01_clean.cif,192,288,96,0,0,0,0,0,0,0,0,16,0,0,0,0, Ag,169,5.555555556,0,0.162162162,0.492972973,0
QOFDIA02_clean.cif,192,288,96,0,0,0,0,0,0,0,0,16,0,0,0,0, Ag,169,5.555555556,0,0.162162162,0.492972973,0
QOFDIA03_clean.cif,192,288,96,0,0,0,0,0,0,0,0,16,0,0,0,0, Ag,169,5.555555556,0,0.162162162,0.492972973,0
QOFDIA05_clean.cif,192,288,96,0,0,0,0,0,0,0,0,16,0,0,0,0, Ag,169,5.555555556,0,0.162162162,0.492972973,0
QOFDIA06_clean.cif,192,288,96,0,0,0,0,0,0,0,0,16,0,0,0,0, Ag,169,5.555555556,0,0.162162162,0.492972973,0
QOFDIA07_clean.cif,192,288,96,0,0,0,0,0,0,0,0,16,0,0,0,0, Ag,169,5.555555556,0,0.162162162,0.492972973,0
QOFDIA08_clean.cif,192,288,96,0,0,0,0,0,0,0,0,16,0,0,0,0, Ag,169,5.555555556,0,0.162162162,0.492972973,0
QOFDIA_clean.cif,192,288,96,0,0,0,0,0,0,0,0,16,0,0,0,0, Ag,169,5.555555556,0,0.162162162,0.492972973,0
QOFDOG_clean.cif,192,288,96,0,0,0,0,0,0,0,0,16,0,0,0,0, Ag,169,5.555555556,0,0.162162162,0.492972973,0
QOFKUT_clean.cif,32,64,16,0,0,0,0,8,0,0,0,0,0,0,0,0, Cu,45,12.5,2,0.235294118,0.762352941,1
QOFLAA_clean.cif,16,32,16,0,0,0,0,8,0,0,0,0,0,0,0,0, Cu,21,25,2,0.363636364,1.178181818,1
QOFPAE_clean.cif,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,1,0,3.2,0.64,2.2016,0
QOGGID_clean.cif,48,72,4,0,0,0,0,3,0,0,0,0,0,0,0,0, Cu,43,4.166666667,2.666666667,0.082758621,0.273655172,0.5
QOGPIM_clean.cif,0,1056,224,0,0,0,52,0,0,0,0,0,0,0,0,0, Zn,1001,4.924242424,0,0.168168168,0.511231231,0
QOGREK_clean.cif,128,160,96,0,0,0,0,0,8,0,0,0,0,0,0,0, Cd,73,5,0,0.244897959,0.744489796,0
QOGZET_clean.cif,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,-13,0,5.25,0.538461538,1.852307692,0
QOHTOX_clean.cif,112,144,16,0,0,0,0,0,0,8,0,0,0,0,0,0, Co,85,5.555555556,4,0.153846154,0.508717949,0.5
QOHTUD_clean.cif,56,72,8,0,0,0,0,0,0,4,0,0,0,0,0,0, Co,43,5.555555556,4,0.153846154,0.508717949,0.5
QOHYET_clean.cif,80,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,105,5.555555556,6.5,0.183098592,0.629859155,0
QOJKAB_clean.cif,0,24,0,0,0,0,12,0,0,0,0,0,0,0,0,0, Zn,25,50,6,0.666666667,2.293333333,0
QOJTUE_clean.cif,56,80,16,0,0,0,0,8,0,0,0,0,0,0,0,0, Cu,45,10,0,0.095238095,0.28952381,0
QOJVAM_clean.cif,28,40,8,0,0,0,0,4,0,0,0,0,0,0,0,0, Cu,23,10,0,0.095238095,0.28952381,0
QOJYEV_clean.cif,48,84,12,0,0,0,8,0,0,0,0,0,0,0,0,0, Zn,58,9.523809524,3,0.204545455,0.676363636,0.5
QOKCID_clean.cif,28,48,0,0,0,0,4,0,0,0,0,0,0,0,0,0, Zn,35,8.333333333,5,0.2,0.688,0
QOKKAE_clean.cif,2,22,2,0,0,0,0,0,0,0,0,0,0,0,0,0, ,21.5,18.18181818,6,0.481481481,1.641481481,0.083333333
QOLVET_clean.cif,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,1,0,4,0.666666667,2.293333333,0
QOMDUS_clean.cif,10,16,0,0,0,0,5,0,0,0,0,0,0,0,0,0, Zn,12,31.25,3.6,0.367346939,1.263673469,0
QOMFEE_clean.cif,72,88,8,0,0,0,8,0,0,0,0,0,0,0,0,0, Zn,51,9.090909091,5,0.222222222,0.74962963,0.2
QOMRUH_clean.cif,32,48,52,0,0,0,0,6,0,0,0,0,0,0,0,0, Cu,20,12.5,0,0.376811594,1.145507246,0
QOMSAO_clean.cif,32,48,52,0,0,0,0,6,0,0,0,0,0,0,0,0, Cu,20,12.5,0,0.376811594,1.145507246,0
QOMSES_clean.cif,32,48,52,0,0,0,0,6,0,0,0,0,0,0,0,0, Cu,20,12.5,0,0.376811594,1.145507246,0
QOMTET_clean.cif,24,68,8,0,0,0,4,0,0,0,0,0,0,0,0,0, Zn,55,5.882352941,6,0.235294118,0.785882353,0.333333333
QONKUB_clean.cif,32,48,52,0,0,0,0,6,0,0,0,0,0,0,0,0, Cu,20,12.5,0,0.376811594,1.145507246,0
QONLAI_clean.cif,32,48,52,0,0,0,0,6,0,0,0,0,0,0,0,0, Cu,20,12.5,0,0.376811594,1.145507246,0
QONLEM_clean.cif,32,48,52,0,0,0,0,6,0,0,0,0,0,0,0,0, Cu,20,12.5,0,0.376811594,1.145507246,0
QONLIQ_clean.cif,32,48,52,0,0,0,0,6,0,0,0,0,0,0,0,0, Cu,20,12.5,0,0.376811594,1.145507246,0
QONQAM_clean.cif,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,33,12.5,5,0.357142857,1.228571429,0
QONQEQ_manual.cif,20,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,23,12.5,5,0.108695652,0.373913043,0
QOPCEE_clean.cif,8,8,0,0,0,0,0,0,0,0,5,0,0,0,0,0, Mn,5,62.5,4.8,0.489795918,1.684897959,0
QOPDAA_clean.cif,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0, Zn,1,0,4.666666667,0.636363636,2.189090909,0
QOPDEE_clean.cif,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0, Zn,1,0,4,0.666666667,2.293333333,0
QOPHEI_clean.cif,18,8,0,0,0,0,0,0,0,3,0,0,0,0,0,0, Co,0,37.5,4.666666667,0.325581395,1.12,0
QOPPES_clean.cif,64,120,4,0,0,0,0,0,0,12,0,0,0,0,0,0, Co,88,10,4.666666667,0.234375,0.8,0.071428571
QOPPOC_clean.cif,32,64,48,0,0,0,0,12,0,0,0,0,0,0,0,0, Cu,37,18.75,1.333333333,0.372093023,1.168372093,3
QOPZIF_clean.cif,72,108,0,0,0,0,16,0,0,0,0,0,0,0,0,0, Zn,73,14.81481481,3.25,0.209677419,0.721290323,0
QOQDAD_clean.cif,34,36,10,0,0,0,0,0,0,3,0,0,0,0,0,0, Co,17.5,8.333333333,6,0.277227723,0.914059406,0.555555556
QOQWOK01_clean.cif,64,96,8,0,0,0,0,0,0,0,4,0,0,0,0,0, Mn,63,4.166666667,4,0.127659574,0.42212766,0.5
QOQWOK_clean.cif,64,96,8,0,0,0,0,0,0,0,4,0,0,0,0,0, Mn,63,4.166666667,4,0.127659574,0.42212766,0.5
QOSJEP_clean.cif,36,64,8,0,0,0,0,4,0,0,0,0,0,0,0,0, Cu,45,12.5,5,0.307692308,1.037948718,0.2
QOSJIT_clean.cif,72,168,24,0,0,0,0,12,0,0,0,0,0,0,0,0, Cu,127,11.9047619,4.8,0.315789474,1.061052632,0.25
QOSJOZ_clean.cif,72,168,24,0,0,0,0,12,0,0,0,0,0,0,0,0, Cu,127,11.9047619,4.8,0.315789474,1.061052632,0.25
QOSJUF_clean.cif,36,64,8,0,0,0,0,4,0,0,0,0,0,0,0,0, Cu,45,12.5,5,0.307692308,1.037948718,0.2
QOSKAM_clean.cif,84,168,24,0,0,0,0,12,0,0,0,0,0,0,0,0, Cu,121,11.9047619,5.2,0.32,1.0768,0.230769231
QOSXOM_clean.cif,0,600,192,0,0,0,48,0,0,0,0,0,0,0,0,0, Zn,553,8,0,0.228571429,0.694857143,0
QOTHOY_clean.cif,72,236,8,0,0,0,0,0,0,24,0,0,0,0,0,0, Co,199,10.16949153,4,0.23853211,0.813211009,0.083333333
QOTWON_clean.cif,104,64,0,0,0,0,0,0,0,0,20,0,0,0,0,0, Mn,13,31.25,3.6,0.276923077,0.952615385,0
QOTZEG_clean.cif,12,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,31,11.11111111,6,0.315789474,1.086315789,0
QOVDAH_clean.cif,0,54,18,0,0,0,0,0,0,0,0,0,18,0,0,0, Ni,50.5,33.33333333,3,0.444444444,1.484444444,0.333333333
QOVDEL_clean.cif,0,54,18,0,0,0,0,0,0,0,0,0,18,0,0,0, Ni,50.5,33.33333333,3,0.444444444,1.484444444,0.333333333
QOVGOY01_clean.cif,0,16,16,0,0,0,0,0,0,0,4,0,0,0,2,0, MnMo,13,37.5,0,0.421052632,1.28,0
QOVGOY_clean.cif,0,16,16,0,0,0,0,0,0,0,4,0,0,0,2,0, MnMo,13,37.5,0,0.421052632,1.28,0
QOVSOL_clean.cif,72,108,24,0,0,0,0,0,4,0,0,0,0,0,0,0, Cd,67,3.703703704,4,0.178571429,0.571428571,1.5
QOVSUR_clean.cif,252,300,96,0,0,0,0,0,12,0,0,0,0,0,0,0, Cd,151,4,2,0.175438596,0.547368421,4
QOVWOO01_clean.cif,40,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,45,12.5,5,0.263157895,0.905263158,0
QOVWOO_SL.cif,40,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,45,12.5,5,0.263157895,0.905263158,0
QOVWOP_clean.cif,56,80,12,0,0,0,0,0,4,0,0,0,0,0,0,0, Cd,50,5,4,0.166666667,0.544761905,0.75
QOWLEU_clean_h.cif,6,24,6,0,0,0,0,0,0,6,0,0,0,0,0,0, Co,20.5,25,4,0.454545455,1.527272727,0.25
QOWQUO_manual.cif,120,216,0,0,0,0,0,12,0,0,0,0,0,0,0,0, Cu,157,5.555555556,4,0.053691275,0.184697987,0
QOWRAV02_clean.cif,240,432,0,0,0,0,0,24,0,0,0,0,0,0,0,0, Cu,313,5.555555556,4,0.121212121,0.416969697,0
QOWRAV03_clean.cif,240,432,0,0,0,0,0,24,0,0,0,0,0,0,0,0, Cu,313,5.555555556,4,0.121212121,0.416969697,0
QOWRAV04_clean.cif,240,432,0,0,0,0,0,24,0,0,0,0,0,0,0,0, Cu,313,5.555555556,4,0.121212121,0.416969697,0
QOWRAV05_clean.cif,240,432,0,0,0,0,0,24,0,0,0,0,0,0,0,0, Cu,313,5.555555556,4,0.121212121,0.416969697,0
QOWRAV06_clean.cif,240,432,0,0,0,0,0,24,0,0,0,0,0,0,0,0, Cu,313,5.555555556,4,0.121212121,0.416969697,0
QOWRAV07_clean.cif,240,432,0,0,0,0,0,24,0,0,0,0,0,0,0,0, Cu,313,5.555555556,4,0.121212121,0.416969697,0
QOWRAV08_clean.cif,240,432,0,0,0,0,0,24,0,0,0,0,0,0,0,0, Cu,313,5.555555556,4,0.121212121,0.416969697,0
QOWRAV09_clean.cif,240,432,0,0,0,0,0,24,0,0,0,0,0,0,0,0, Cu,313,5.555555556,4,0.121212121,0.416969697,0
QOWRAV10_clean.cif,240,432,0,0,0,0,0,24,0,0,0,0,0,0,0,0, Cu,313,5.555555556,4,0.121212121,0.416969697,0
QOWRAV11_clean.cif,240,432,0,0,0,0,0,24,0,0,0,0,0,0,0,0, Cu,313,5.555555556,4,0.121212121,0.416969697,0
QOWRAV12_clean.cif,240,432,0,0,0,0,0,24,0,0,0,0,0,0,0,0, Cu,313,5.555555556,4,0.121212121,0.416969697,0
QOXFIU_clean.cif,0,160,32,0,0,0,0,0,0,0,0,0,0,0,0,0, ,145,40,3.875,0.538461538,1.827692308,0.129032258
QOXNIB_clean.cif,24,20,80,0,0,0,0,16,0,0,0,0,0,0,0,0, Cu,-11,80,0.25,0.583333333,1.784444444,20
QOYLOG_clean.cif,16,40,0,0,0,0,0,0,0,0,0,0,6,0,0,0, Ni,33,15,6,0.367346939,1.263673469,0
QOYYOU_clean.cif,1008,2688,0,0,0,0,384,0,0,0,0,0,0,0,0,0, Zn,2185,14.28571429,3.75,0.260869565,0.897391304,0
